measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,20-24 years,Total cancers,Percent,2001,0.04850916800018585,0.05171189341058169,0.04484832208014274
Deaths,Global,Both,25-29 years,Total cancers,Percent,2001,0.05714522044229929,0.06280197464022366,0.05151830323910819
Deaths,Global,Both,30-34 years,Total cancers,Percent,2001,0.0829904009525851,0.09037702165402306,0.07553903661288876
Deaths,Global,Both,35-39 years,Total cancers,Percent,2001,0.1157238691064058,0.12453031346832649,0.10647788143512617
Deaths,Global,Both,40-44 years,Total cancers,Percent,2001,0.153698152542005,0.16150458424422232,0.1469849892018795
Deaths,Global,Both,45-49 years,Total cancers,Percent,2001,0.20269561561170282,0.20995856891736417,0.1957743590283679
Deaths,Global,Both,50-54 years,Total cancers,Percent,2001,0.2358934031794381,0.2414949341811327,0.23021832120380725
Deaths,Global,Both,55-59 years,Total cancers,Percent,2001,0.2458048011552845,0.2516578091301455,0.239742806393327
Deaths,Global,Both,60-64 years,Total cancers,Percent,2001,0.23972821349519563,0.244845611079883,0.23403138019522782
Deaths,Global,Both,65-69 years,Total cancers,Percent,2001,0.22814982988382565,0.2328069479087577,0.2221804514546959
Deaths,Global,Both,70-74 years,Total cancers,Percent,2001,0.20489304427607546,0.2092300403574374,0.19900342894171238
Deaths,Global,Both,75-79 years,Total cancers,Percent,2001,0.17912715186154274,0.1835672948041952,0.1706633255864392
Deaths,Global,Both,5-14 years,Total cancers,Percent,2001,0.060222982466218794,0.06773954161243025,0.053021767859948624
Deaths,Global,Both,15-49 years,Total cancers,Percent,2001,0.11829161057910215,0.12454272743358022,0.11179112094992931
Deaths,Global,Both,50-69 years,Total cancers,Percent,2001,0.2362939035549266,0.24118590780557647,0.23077765189023763
Deaths,Global,Both,80-84,Total cancers,Percent,2001,0.1396671900468932,0.14554880987298383,0.1282582597611206
Deaths,Global,Both,85-89,Total cancers,Percent,2001,0.11461193608902626,0.1216321201397224,0.10032576532429655
Deaths,Global,Both,90-94,Total cancers,Percent,2001,0.09032801428541894,0.0986122329395407,0.07471087334603513
Deaths,Global,Both,50-74 years,Total cancers,Percent,2001,0.22696547372693282,0.23166433225690378,0.22157491382406963
Deaths,Global,Both,10-24 years,Total cancers,Percent,2001,0.05614283428346646,0.059966197572445104,0.05196243688979525
Deaths,Global,Both,10-19 years,Total cancers,Percent,2001,0.06213281034834321,0.0666820557704948,0.057291266958539526
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,2001,0.13921873746635186,0.1453617643715979,0.13285167043332155
Deaths,Global,Both,5-19 years,Total cancers,Percent,2001,0.058258002971675785,0.06394090810757837,0.05266803450725614
Deaths,Global,Both,15-39 years,Total cancers,Percent,2001,0.07719380032278655,0.08257399311422264,0.07151745275382262
Deaths,Global,Both,25-49 years,Total cancers,Percent,2001,0.1328128601378633,0.13995662542060952,0.1253749376612645
Deaths,Global,Both,55+ years,Total cancers,Percent,2001,0.1828674747330836,0.18761313923104914,0.17482046250420682
Deaths,Global,Both,60-79 years,Total cancers,Percent,2001,0.20949377795933444,0.21380459394555568,0.20368227657702573
Deaths,Global,Both,65-74 years,Total cancers,Percent,2001,0.21528147448017393,0.21959227553665603,0.20992646149399163
Deaths,Global,Both,75-84 years,Total cancers,Percent,2001,0.16099319345043597,0.16598561794534025,0.15135834299071682
Deaths,Global,Both,20-54 years,Total cancers,Percent,2001,0.14769883203590076,0.15442866228609567,0.140682838744516
Deaths,Global,Both,55-89 years,Total cancers,Percent,2001,0.19069200780527734,0.19527836996587342,0.18331942290879982
Deaths,Global,Both,60-89 years,Total cancers,Percent,2001,0.1853709888353979,0.18993093049305626,0.17744769512605146
Deaths,Global,Both,65-89 years,Total cancers,Percent,2001,0.17710822536346726,0.1817401181388987,0.16861070167649364
Deaths,Global,Both,70-89 years,Total cancers,Percent,2001,0.16521559545557338,0.17016535202741948,0.156016950295597
Deaths,Global,Both,75-94 years,Total cancers,Percent,2001,0.14248509311154578,0.14816521087426693,0.1309539226535157
Deaths,Global,Both,1-4 years,Total cancers,Percent,2005,0.015399035154955448,0.019771451221528662,0.011382054379347828
Deaths,Global,Both,5-9 years,Total cancers,Percent,2005,0.051609460573406256,0.058840899692487875,0.04529774654150049
Deaths,Global,Both,10-14 years,Total cancers,Percent,2005,0.0694590279315652,0.07588770106305,0.06302437011874554
Deaths,Global,Both,15-19 years,Total cancers,Percent,2005,0.055579382358193735,0.058862714107779955,0.05192791789961976
Deaths,Global,Both,20-24 years,Total cancers,Percent,2005,0.04935909992472488,0.05214564075702366,0.0461922699301825
Deaths,Global,Both,25-29 years,Total cancers,Percent,2005,0.05448838388244333,0.05928865630469507,0.04964083488437107
Deaths,Global,Both,30-34 years,Total cancers,Percent,2005,0.0765718006371074,0.08285376454676358,0.07049301428445515
Deaths,Global,Both,35-39 years,Total cancers,Percent,2005,0.11173823527144622,0.12033178798902859,0.1034367109515787
Deaths,Global,Both,40-44 years,Total cancers,Percent,2005,0.15252860305515775,0.15935637381849937,0.14724173542158314
Deaths,Global,Both,45-49 years,Total cancers,Percent,2005,0.19076594624862797,0.1966844559422256,0.18440504220320594
Deaths,Global,Both,50-54 years,Total cancers,Percent,2005,0.23636580942891955,0.24080893845367707,0.23127053752615018
Deaths,Global,Both,55-59 years,Total cancers,Percent,2005,0.2567921394858665,0.2614012954060796,0.25138835773047397
Deaths,Global,Both,60-64 years,Total cancers,Percent,2005,0.24680792383197195,0.2516033575673306,0.24100965290954018
Deaths,Global,Both,65-69 years,Total cancers,Percent,2005,0.23457284690146366,0.23920216764189112,0.22874061124740042
Deaths,Global,Both,70-74 years,Total cancers,Percent,2005,0.21300869922511584,0.21755371518641806,0.2062312039022201
Deaths,Global,Both,75-79 years,Total cancers,Percent,2005,0.18523374556364652,0.18997187612820024,0.17634315477926688
Deaths,Global,Both,5-14 years,Total cancers,Percent,2005,0.05888962313814663,0.0654423700422932,0.05264049136783676
Deaths,Global,Both,15-49 years,Total cancers,Percent,2005,0.1151481904205041,0.1206133714114952,0.10970635060625664
Deaths,Global,Both,50-69 years,Total cancers,Percent,2005,0.24284617941279443,0.24713867037193976,0.2376100485993962
Deaths,Global,Both,80-84,Total cancers,Percent,2005,0.1495795196246183,0.15611724183871478,0.13676976538471664
Deaths,Global,Both,85-89,Total cancers,Percent,2005,0.1191776536783222,0.12704850964939582,0.10341575841096334
Deaths,Global,Both,90-94,Total cancers,Percent,2005,0.09552448301273275,0.1045879894050734,0.07837880235613962
Deaths,Global,Both,50-74 years,Total cancers,Percent,2005,0.2342567402030859,0.23847998132554799,0.22881108243474774
Deaths,Global,Both,10-24 years,Total cancers,Percent,2005,0.05577460483269397,0.05912022886995189,0.052247002038107115
Deaths,Global,Both,10-19 years,Total cancers,Percent,2005,0.06087437342315694,0.06509095709142604,0.056474522580999845
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,2005,0.13893867506985566,0.14423049725786066,0.13355404577708707
Deaths,Global,Both,5-19 years,Total cancers,Percent,2005,0.057570705766373444,0.0624081305688603,0.05258254846618701
Deaths,Global,Both,15-39 years,Total cancers,Percent,2005,0.07472528355184918,0.07962479480936072,0.0697881757660854
Deaths,Global,Both,25-49 years,Total cancers,Percent,2005,0.12853611996036154,0.1347507097093101,0.1223973245812893
Deaths,Global,Both,55+ years,Total cancers,Percent,2005,0.1885859864935408,0.1937231598707705,0.17978893420518663
Deaths,Global,Both,60-79 years,Total cancers,Percent,2005,0.2154661979662803,0.21969344182265335,0.20878983608572405
Deaths,Global,Both,65-74 years,Total cancers,Percent,2005,0.22276953875886105,0.22710269690020513,0.2165601950617091
Deaths,Global,Both,75-84 years,Total cancers,Percent,2005,0.16835607882658388,0.17374121651664692,0.15800361576457103
Deaths,Global,Both,20-54 years,Total cancers,Percent,2005,0.14699335761641052,0.1526967653439863,0.14122600778884462
Deaths,Global,Both,55-89 years,Total cancers,Percent,2005,0.1970751436982396,0.20183766085987592,0.18898067676071062
Deaths,Global,Both,60-89 years,Total cancers,Percent,2005,0.19088111907472258,0.19577785037105583,0.18207302525450073
Deaths,Global,Both,65-89 years,Total cancers,Percent,2005,0.18317456755341047,0.18828302425662297,0.17353312382338848
Deaths,Global,Both,70-89 years,Total cancers,Percent,2005,0.17175698785808355,0.17715060057268645,0.16190959916321676
Deaths,Global,Both,75-94 years,Total cancers,Percent,2005,0.14965608858368984,0.1557986150326823,0.13702187385825035
Deaths,Global,Both,1-4 years,Total cancers,Percent,1991,0.015417505303652268,0.020657561097820035,0.010441324482726826
Deaths,Global,Both,5-9 years,Total cancers,Percent,1991,0.045370599546538694,0.05397606911242787,0.03784432646385707
Deaths,Global,Both,10-14 years,Total cancers,Percent,1991,0.06388278092462361,0.07078120779981513,0.05681357026314558
Deaths,Global,Both,15-19 years,Total cancers,Percent,1991,0.052480776352891466,0.05605695648534703,0.04858877947796305
Deaths,Global,Both,20-24 years,Total cancers,Percent,1991,0.04993568653859574,0.052853376483350964,0.04669576106707174
Deaths,Global,Both,25-29 years,Total cancers,Percent,1991,0.06218400502751334,0.06560839878006328,0.05866164376660987
Deaths,Global,Both,30-34 years,Total cancers,Percent,1991,0.08818067205036113,0.09238255011781824,0.0837634789750031
Deaths,Global,Both,35-39 years,Total cancers,Percent,1991,0.13125497634468175,0.13689654796174544,0.12535971986512817
Deaths,Global,Both,40-44 years,Total cancers,Percent,1991,0.17454618098668498,0.180561113902882,0.16817483002981537
Deaths,Global,Both,45-49 years,Total cancers,Percent,1991,0.20363580073375603,0.20981217661052567,0.197354998667256
Deaths,Global,Both,50-54 years,Total cancers,Percent,1991,0.23052623924897933,0.23660424169389874,0.2245404105844232
Deaths,Global,Both,55-59 years,Total cancers,Percent,1991,0.24296818295149972,0.2489499295213783,0.23696511856552466
Deaths,Global,Both,60-64 years,Total cancers,Percent,1991,0.23545866920550085,0.2404965787775506,0.22989816248126954
Deaths,Global,Both,65-69 years,Total cancers,Percent,1991,0.22223458400516843,0.2268717890809919,0.21682961405986553
Deaths,Global,Both,70-74 years,Total cancers,Percent,1991,0.18869506428246302,0.19330609798924028,0.18318402916690651
Deaths,Global,Both,75-79 years,Total cancers,Percent,1991,0.1605470523143901,0.1644542326583323,0.15426182348859135
Deaths,Global,Both,5-14 years,Total cancers,Percent,1991,0.051973893463599014,0.059606193105727526,0.04464055051473127
Deaths,Global,Both,15-49 years,Total cancers,Percent,1991,0.121056687302197,0.1255839611203764,0.11646596579539491
Deaths,Global,Both,50-69 years,Total cancers,Percent,1991,0.23193503946529906,0.23681512445627806,0.22645645810110088
Deaths,Global,Both,80-84,Total cancers,Percent,1991,0.12376556040438137,0.12851433436563947,0.11439856500309754
Deaths,Global,Both,85-89,Total cancers,Percent,1991,0.10099782851633408,0.10682176405447323,0.08922596320433365
Deaths,Global,Both,90-94,Total cancers,Percent,1991,0.07820490472406225,0.08479099986449105,0.06545820024780569
Deaths,Global,Both,50-74 years,Total cancers,Percent,1991,0.22067566717967324,0.22532885605776287,0.21549846426269798
Deaths,Global,Both,10-24 years,Total cancers,Percent,1991,0.05405651995454188,0.05781214925264182,0.05006141465040971
Deaths,Global,Both,10-19 years,Total cancers,Percent,1991,0.05710683931364887,0.061761929203799436,0.052139032679467325
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,1991,0.14038122567238823,0.14514151963073463,0.1355947533513957
Deaths,Global,Both,5-19 years,Total cancers,Percent,1991,0.052147810117329024,0.05798822685350633,0.04629704680134792
Deaths,Global,Both,15-39 years,Total cancers,Percent,1991,0.0805586234638676,0.08421147663310743,0.07688596604627544
Deaths,Global,Both,25-49 years,Total cancers,Percent,1991,0.14082217386306686,0.14588823560070802,0.13547505913383615
Deaths,Global,Both,55+ years,Total cancers,Percent,1991,0.17523768463316475,0.17940674951275082,0.16915867895024303
Deaths,Global,Both,60-79 years,Total cancers,Percent,1991,0.19902759022082114,0.20309772628709707,0.1937412389394316
Deaths,Global,Both,65-74 years,Total cancers,Percent,1991,0.20484003640753942,0.2092786098933313,0.1995445855004092
Deaths,Global,Both,75-84 years,Total cancers,Percent,1991,0.14298349910729788,0.14718103592803689,0.13539102547986281
Deaths,Global,Both,20-54 years,Total cancers,Percent,1991,0.15209627623470642,0.15710216435954868,0.1470278740369548
Deaths,Global,Both,55-89 years,Total cancers,Percent,1991,0.181161491620965,0.18532209235556416,0.17531571074494898
Deaths,Global,Both,60-89 years,Total cancers,Percent,1991,0.1741246419084061,0.17815170282775253,0.16819043363915448
Deaths,Global,Both,65-89 years,Total cancers,Percent,1991,0.16321132721523984,0.16735289878526563,0.1566380515335167
Deaths,Global,Both,70-89 years,Total cancers,Percent,1991,0.14826756767613541,0.15255741187083297,0.14080571053518398
Deaths,Global,Both,75-94 years,Total cancers,Percent,1991,0.12817062784195613,0.13268260757429795,0.11933180366682997
Deaths,Global,Both,1-4 years,Total cancers,Percent,2009,0.017038955547046097,0.021226632651953896,0.012979504213592398
Deaths,Global,Both,5-9 years,Total cancers,Percent,2009,0.05757250317142794,0.06438783499759465,0.051505545244629004
Deaths,Global,Both,10-14 years,Total cancers,Percent,2009,0.07376073129777962,0.08034069456892386,0.06704100984733001
Deaths,Global,Both,15-19 years,Total cancers,Percent,2009,0.05717031656344258,0.06048433526354662,0.053701435466705694
Deaths,Global,Both,20-24 years,Total cancers,Percent,2009,0.05434907297893502,0.05702468439241224,0.051348042779608576
Deaths,Global,Both,25-29 years,Total cancers,Percent,2009,0.060676555452975386,0.0648314320366693,0.056167518957464434
Deaths,Global,Both,30-34 years,Total cancers,Percent,2009,0.08153151844651936,0.08632613185293672,0.0762346393623623
Deaths,Global,Both,35-39 years,Total cancers,Percent,2009,0.11588680231834446,0.1221982118125731,0.10881905654846265
Deaths,Global,Both,40-44 years,Total cancers,Percent,2009,0.16290935675001036,0.1681406960413595,0.1584836695098971
Deaths,Global,Both,45-49 years,Total cancers,Percent,2009,0.2018165107604021,0.20718879705231147,0.19619009695473097
Deaths,Global,Both,50-54 years,Total cancers,Percent,2009,0.23882429152097506,0.24323089726809455,0.2340098676980368
Deaths,Global,Both,55-59 years,Total cancers,Percent,2009,0.2637627107963296,0.2683678889912505,0.2581131095493044
Deaths,Global,Both,60-64 years,Total cancers,Percent,2009,0.2609190718634458,0.2658580666415898,0.25455060616696185
Deaths,Global,Both,65-69 years,Total cancers,Percent,2009,0.2424833674105962,0.24712513297543842,0.23576466087581435
Deaths,Global,Both,70-74 years,Total cancers,Percent,2009,0.21895870727818006,0.22370790884961533,0.2117123007705835
Deaths,Global,Both,75-79 years,Total cancers,Percent,2009,0.19307540389433092,0.19821985565541678,0.18331179751597432
Deaths,Global,Both,5-14 years,Total cancers,Percent,2009,0.06433776816487967,0.07096826270544951,0.058030166605843224
Deaths,Global,Both,15-49 years,Total cancers,Percent,2009,0.12366867959818344,0.12784262285816267,0.11905555915136438
Deaths,Global,Both,50-69 years,Total cancers,Percent,2009,0.2516487003684228,0.2558821604494227,0.2458867900937786
Deaths,Global,Both,80-84,Total cancers,Percent,2009,0.1555333891060784,0.16267347792261003,0.1401596955800001
Deaths,Global,Both,85-89,Total cancers,Percent,2009,0.12810653630189214,0.13674740127760948,0.11029488858664906
Deaths,Global,Both,90-94,Total cancers,Percent,2009,0.09834369304616906,0.10822427666995597,0.07952420292193993
Deaths,Global,Both,50-74 years,Total cancers,Percent,2009,0.2423136543743314,0.24654052507088473,0.2361977958092634
Deaths,Global,Both,10-24 years,Total cancers,Percent,2009,0.05931096767614259,0.06263856190973363,0.055730951228676766
Deaths,Global,Both,10-19 years,Total cancers,Percent,2009,0.06353710972255898,0.06778711885277337,0.059270980884805154
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,2009,0.14637647913903884,0.15059418831212495,0.14184890434981287
Deaths,Global,Both,5-19 years,Total cancers,Percent,2009,0.06145795844778989,0.06629660935862539,0.056862711311983255
Deaths,Global,Both,15-39 years,Total cancers,Percent,2009,0.07907934463254307,0.08280733684679907,0.07467141553561579
Deaths,Global,Both,25-49 years,Total cancers,Percent,2009,0.13799086400523575,0.14260281211326298,0.13304798103982426
Deaths,Global,Both,55+ years,Total cancers,Percent,2009,0.194236006131987,0.19973462201473477,0.18427425597252672
Deaths,Global,Both,60-79 years,Total cancers,Percent,2009,0.22415036340093694,0.22871955263067226,0.21665352838716942
Deaths,Global,Both,65-74 years,Total cancers,Percent,2009,0.22935393263571618,0.2339744468035551,0.22222233908611005
Deaths,Global,Both,75-84 years,Total cancers,Percent,2009,0.1745643638405184,0.18059421485663915,0.16271151562751915
Deaths,Global,Both,20-54 years,Total cancers,Percent,2009,0.15448927610019525,0.15890276399860265,0.1498946451565403
Deaths,Global,Both,55-89 years,Total cancers,Percent,2009,0.20320474793258217,0.20828383451449678,0.19379178031498098
Deaths,Global,Both,60-89 years,Total cancers,Percent,2009,0.19684828928090697,0.202184054016548,0.18692576889484575
Deaths,Global,Both,65-89 years,Total cancers,Percent,2009,0.18767770357102717,0.19329363110871356,0.17706169865715796
Deaths,Global,Both,70-89 years,Total cancers,Percent,2009,0.17669423552154162,0.18279312063473796,0.1648356014438475
Deaths,Global,Both,75-94 years,Total cancers,Percent,2009,0.1553841077302278,0.1623502212972539,0.14147817093164505
Deaths,Global,Both,1-4 years,Total cancers,Percent,1992,0.015511255490161331,0.0207395913523124,0.010574020524822552
Deaths,Global,Both,5-9 years,Total cancers,Percent,1992,0.04686336820444863,0.05558131916938151,0.03930201791126636
Deaths,Global,Both,10-14 years,Total cancers,Percent,1992,0.0668026776069494,0.07411970392203591,0.05938167009114238
Deaths,Global,Both,15-19 years,Total cancers,Percent,1992,0.05328897985300194,0.05683205552939218,0.04938571157367471
Deaths,Global,Both,20-24 years,Total cancers,Percent,1992,0.05037869619736645,0.05323532862956956,0.04717963301930775
Deaths,Global,Both,25-29 years,Total cancers,Percent,1992,0.06252101651250709,0.06608565646751566,0.05855428009797187
Deaths,Global,Both,30-34 years,Total cancers,Percent,1992,0.0873776042246186,0.09165288287470184,0.08251043594157702
Deaths,Global,Both,35-39 years,Total cancers,Percent,1992,0.13033773658768683,0.13583804597750615,0.12436477786900077
Deaths,Global,Both,40-44 years,Total cancers,Percent,1992,0.17408516564658003,0.1800763140538597,0.16787446965048605
Deaths,Global,Both,45-49 years,Total cancers,Percent,1992,0.20504195330194946,0.21130854527961612,0.198949873783718
Deaths,Global,Both,50-54 years,Total cancers,Percent,1992,0.23008100538756826,0.2359744597040693,0.22436562042487151
Deaths,Global,Both,55-59 years,Total cancers,Percent,1992,0.24302177942783137,0.24907361587090543,0.23714767283488358
Deaths,Global,Both,60-64 years,Total cancers,Percent,1992,0.23508436841146044,0.24004952480083303,0.23006088816106118
Deaths,Global,Both,65-69 years,Total cancers,Percent,1992,0.22294076928510514,0.227438119228061,0.21775898992510476
Deaths,Global,Both,70-74 years,Total cancers,Percent,1992,0.1911067513651208,0.19560717484262163,0.18576800406740684
Deaths,Global,Both,75-79 years,Total cancers,Percent,1992,0.16096703097022982,0.16504623349754544,0.1544692609640184
Deaths,Global,Both,5-14 years,Total cancers,Percent,1992,0.05393573733938965,0.06166860223435055,0.04663809493824776
Deaths,Global,Both,15-49 years,Total cancers,Percent,1992,0.1219929737734609,0.12656289897326398,0.11708878412022085
Deaths,Global,Both,50-69 years,Total cancers,Percent,1992,0.23195326086117354,0.23688582449901005,0.22693087278077398
Deaths,Global,Both,80-84,Total cancers,Percent,1992,0.12508946585479253,0.12994470748996007,0.11531001086426877
Deaths,Global,Both,85-89,Total cancers,Percent,1992,0.10179131405425113,0.10783123449520653,0.08964191918526032
Deaths,Global,Both,90-94,Total cancers,Percent,1992,0.0791131389345094,0.085878236548681,0.06602203293803943
Deaths,Global,Both,50-74 years,Total cancers,Percent,1992,0.22117708968578256,0.22576329562503344,0.21625670881816078
Deaths,Global,Both,10-24 years,Total cancers,Percent,1992,0.05513399545340079,0.05899098600186615,0.05117328698002847
Deaths,Global,Both,10-19 years,Total cancers,Percent,1992,0.05874362254410213,0.063615017869886,0.053761882718154325
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,1992,0.14105788953446904,0.1459272229132634,0.13617453240621033
Deaths,Global,Both,5-19 years,Total cancers,Percent,1992,0.05371297226375043,0.059632511657943116,0.04761529050720431
Deaths,Global,Both,15-39 years,Total cancers,Percent,1992,0.0808580276599103,0.08470353641889133,0.07688240854565619
Deaths,Global,Both,25-49 years,Total cancers,Percent,1992,0.14104890548813723,0.14633254958268843,0.1353550387526031
Deaths,Global,Both,55+ years,Total cancers,Percent,1992,0.17581184600135483,0.18000337833903274,0.16904394925899474
Deaths,Global,Both,60-79 years,Total cancers,Percent,1992,0.20008734374516265,0.20416646894266863,0.19483871811605652
Deaths,Global,Both,65-74 years,Total cancers,Percent,1992,0.2063798177779165,0.2106733662595822,0.20132188052342795
Deaths,Global,Both,75-84 years,Total cancers,Percent,1992,0.14360661943366773,0.14784129828704526,0.13555689179668878
Deaths,Global,Both,20-54 years,Total cancers,Percent,1992,0.15209349971445918,0.15728914632239593,0.14687183271858603
Deaths,Global,Both,55-89 years,Total cancers,Percent,1992,0.181887143868432,0.1860633260224039,0.17576388808350027
Deaths,Global,Both,60-89 years,Total cancers,Percent,1992,0.17497715582202697,0.17907376316353069,0.16830730410060277
Deaths,Global,Both,65-89 years,Total cancers,Percent,1992,0.16438406804666145,0.1686055018049925,0.15717262592430925
Deaths,Global,Both,70-89 years,Total cancers,Percent,1992,0.1494497530006978,0.1537766738261308,0.1414205201250032
Deaths,Global,Both,75-94 years,Total cancers,Percent,1992,0.1284852786892775,0.13315987756982703,0.1191819890347494
Deaths,Global,Both,1-4 years,Total cancers,Percent,1993,0.015509932965887003,0.020687166154955004,0.010732169760561946
Deaths,Global,Both,5-9 years,Total cancers,Percent,1993,0.04757977709091768,0.056049890950511515,0.03995280494321948
Deaths,Global,Both,10-14 years,Total cancers,Percent,1993,0.067432414265436,0.07469742616949818,0.05997756371196086
Deaths,Global,Both,15-19 years,Total cancers,Percent,1993,0.05296569408253217,0.056456073022258406,0.04902421355336402
Deaths,Global,Both,20-24 years,Total cancers,Percent,1993,0.04998583439311106,0.05275336881017686,0.04655439515180721
Deaths,Global,Both,25-29 years,Total cancers,Percent,1993,0.06187659449927063,0.06558153730669755,0.05766470788818784
Deaths,Global,Both,30-34 years,Total cancers,Percent,1993,0.0863645802802741,0.09088169259310268,0.08132745931052886
Deaths,Global,Both,35-39 years,Total cancers,Percent,1993,0.12747308714132838,0.13322811450790117,0.12116331104175779
Deaths,Global,Both,40-44 years,Total cancers,Percent,1993,0.1728972615770119,0.17897266227985348,0.16639615736640626
Deaths,Global,Both,45-49 years,Total cancers,Percent,1993,0.2055140805300554,0.2114315802837491,0.19899136871648845
Deaths,Global,Both,50-54 years,Total cancers,Percent,1993,0.22970333619406733,0.2355605751198279,0.22422908547133616
Deaths,Global,Both,55-59 years,Total cancers,Percent,1993,0.24372790748491968,0.24895810037203564,0.23855062521141876
Deaths,Global,Both,60-64 years,Total cancers,Percent,1993,0.23541955043051535,0.24048647161054007,0.23053364867661735
Deaths,Global,Both,65-69 years,Total cancers,Percent,1993,0.22415521891712958,0.2285669298038767,0.21921244584317037
Deaths,Global,Both,70-74 years,Total cancers,Percent,1993,0.1940935322129913,0.19858102879711967,0.18884763660763074
Deaths,Global,Both,75-79 years,Total cancers,Percent,1993,0.16156867811551953,0.16574392721399586,0.15523940163207545
Deaths,Global,Both,5-14 years,Total cancers,Percent,1993,0.054678530758499405,0.06236317879168567,0.0471860898804808
Deaths,Global,Both,15-49 years,Total cancers,Percent,1993,0.12191537144685058,0.12645289100854742,0.11662056324845446
Deaths,Global,Both,50-69 years,Total cancers,Percent,1993,0.23250860336913765,0.237175475488494,0.22769601444453702
Deaths,Global,Both,80-84,Total cancers,Percent,1993,0.1262658253569063,0.13090970269963315,0.11691210830021326
Deaths,Global,Both,85-89,Total cancers,Percent,1993,0.10256758075422363,0.10859595807155341,0.09043455318582055
Deaths,Global,Both,90-94,Total cancers,Percent,1993,0.07967003985773885,0.0864217411578496,0.06661196347374672
Deaths,Global,Both,50-74 years,Total cancers,Percent,1993,0.22223716471876054,0.2267607753352811,0.2175862417200227
Deaths,Global,Both,10-24 years,Total cancers,Percent,1993,0.05498621774551428,0.058797999753594274,0.050985159965092716
Deaths,Global,Both,10-19 years,Total cancers,Percent,1993,0.058814883031368226,0.06354763247684385,0.053806430930612416
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,1993,0.14061576433373665,0.14515116994607805,0.13539842503685415
Deaths,Global,Both,5-19 years,Total cancers,Percent,1993,0.05408703102975101,0.060019234291744925,0.04791861500186599
Deaths,Global,Both,15-39 years,Total cancers,Percent,1993,0.08000513318489305,0.08356377790252464,0.07569010778125293
Deaths,Global,Both,25-49 years,Total cancers,Percent,1993,0.14037402400146667,0.1456110338618347,0.13432414676192178
Deaths,Global,Both,55+ years,Total cancers,Percent,1993,0.17664481292130346,0.1808382121783724,0.1703495294930681
Deaths,Global,Both,60-79 years,Total cancers,Percent,1993,0.201652041543446,0.20571751966723267,0.19683928695041922
Deaths,Global,Both,65-74 years,Total cancers,Percent,1993,0.20847159214870423,0.21265012126708197,0.20362540160185935
Deaths,Global,Both,75-84 years,Total cancers,Percent,1993,0.14420825137538174,0.1484586666451825,0.13639863254649146
Deaths,Global,Both,20-54 years,Total cancers,Percent,1993,0.15126167386417633,0.15621357301429836,0.14558733658613146
Deaths,Global,Both,55-89 years,Total cancers,Percent,1993,0.18297183313142867,0.18710677078261392,0.17720829186671735
Deaths,Global,Both,60-89 years,Total cancers,Percent,1993,0.1761246845777334,0.18021999455651364,0.16987485918050504
Deaths,Global,Both,65-89 years,Total cancers,Percent,1993,0.16581352917915587,0.16993043011209308,0.15902830686636316
Deaths,Global,Both,70-89 years,Total cancers,Percent,1993,0.15081472319266356,0.15506922086282876,0.14317783588759145
Deaths,Global,Both,75-94 years,Total cancers,Percent,1993,0.1287043680362336,0.1333663791437402,0.11948032322221543
Deaths,Global,Both,1-4 years,Total cancers,Percent,1994,0.015109638170932383,0.02025246213686986,0.010558385749196304
Deaths,Global,Both,5-9 years,Total cancers,Percent,1994,0.047202833319249383,0.05515729868790997,0.03974688101570936
Deaths,Global,Both,10-14 years,Total cancers,Percent,1994,0.06480076855317982,0.07232492922930274,0.057035586722201034
Deaths,Global,Both,15-19 years,Total cancers,Percent,1994,0.04909810493356752,0.05323659308111492,0.044388372940086115
Deaths,Global,Both,20-24 years,Total cancers,Percent,1994,0.04622216744097715,0.04980068382999645,0.04236675081643919
Deaths,Global,Both,25-29 years,Total cancers,Percent,1994,0.058906933894064865,0.06330518227756252,0.05459652739918841
Deaths,Global,Both,30-34 years,Total cancers,Percent,1994,0.083762619389569,0.08914743070186983,0.0783339658845145
Deaths,Global,Both,35-39 years,Total cancers,Percent,1994,0.12102468800461819,0.12749480079623554,0.11385105078489358
Deaths,Global,Both,40-44 years,Total cancers,Percent,1994,0.1684858657197106,0.17458315183404793,0.1616185363035685
Deaths,Global,Both,45-49 years,Total cancers,Percent,1994,0.20565459156090227,0.21157442258620987,0.19937450896457137
Deaths,Global,Both,50-54 years,Total cancers,Percent,1994,0.2271341395505043,0.23253332267264348,0.22172002575087754
Deaths,Global,Both,55-59 years,Total cancers,Percent,1994,0.24208752586884924,0.24702593397708514,0.23712908130072133
Deaths,Global,Both,60-64 years,Total cancers,Percent,1994,0.2345688173618279,0.2392629221520633,0.22941989990969064
Deaths,Global,Both,65-69 years,Total cancers,Percent,1994,0.224400511220202,0.22845248917884547,0.21921301967737686
Deaths,Global,Both,70-74 years,Total cancers,Percent,1994,0.19668491578823621,0.20082711025695826,0.1913997136248318
Deaths,Global,Both,75-79 years,Total cancers,Percent,1994,0.16236051699488183,0.16647308958636384,0.1554493437514889
