measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,55+ years,Total cancers,Percent,2017,0.19893524891672928,0.20516030872544247,0.18721385457876152
Deaths,Global,Both,60-79 years,Total cancers,Percent,2017,0.23835966686987448,0.2440121442870979,0.2301116420018869
Deaths,Global,Both,65-74 years,Total cancers,Percent,2017,0.24738208285072244,0.253425703956769,0.23936838445433067
Deaths,Global,Both,75-84 years,Total cancers,Percent,2017,0.17875804301293086,0.18541884976151776,0.16600199628953954
Deaths,Global,Both,20-54 years,Total cancers,Percent,2017,0.17293128582568348,0.17816529074820625,0.16775852334221894
Deaths,Global,Both,55-89 years,Total cancers,Percent,2017,0.21044198126827968,0.21637552253924208,0.19942525696508853
Deaths,Global,Both,60-89 years,Total cancers,Percent,2017,0.2051638769463782,0.21134564461125088,0.1938282605573745
Deaths,Global,Both,65-89 years,Total cancers,Percent,2017,0.19526222560626402,0.20164167551569528,0.18329367732555626
Deaths,Global,Both,70-89 years,Total cancers,Percent,2017,0.1812677729155149,0.18805045786236155,0.16805839275549653
Deaths,Global,Both,75-94 years,Total cancers,Percent,2017,0.15701288751842302,0.16485975712037673,0.14131348922044176
Deaths,Global,Both,1-4 years,Total cancers,Percent,1998,0.015023263524441038,0.019601370231484623,0.010775522593611909
Deaths,Global,Both,5-9 years,Total cancers,Percent,1998,0.051052426232173896,0.05940499018603171,0.04367314561813517
Deaths,Global,Both,10-14 years,Total cancers,Percent,1998,0.07215954220686543,0.07908698791282223,0.06468666745551352
Deaths,Global,Both,15-19 years,Total cancers,Percent,1998,0.05315900044273864,0.056435889520679364,0.049113705928942465
Deaths,Global,Both,20-24 years,Total cancers,Percent,1998,0.04829110375181116,0.05144073726651011,0.04477356823860982
Deaths,Global,Both,25-29 years,Total cancers,Percent,1998,0.059968075237940587,0.06512505140149427,0.05408362779008128
Deaths,Global,Both,30-34 years,Total cancers,Percent,1998,0.08727485132951208,0.09409712291133832,0.07988163027834586
Deaths,Global,Both,35-39 years,Total cancers,Percent,1998,0.11701897187702195,0.12527876397172685,0.10836363316951125
Deaths,Global,Both,40-44 years,Total cancers,Percent,1998,0.16553606492334594,0.17317657965434458,0.1579499803887952
Deaths,Global,Both,45-49 years,Total cancers,Percent,1998,0.20793613159340243,0.21442506573841139,0.20140992113766243
Deaths,Global,Both,50-54 years,Total cancers,Percent,1998,0.23245494791464272,0.23796769698905174,0.22680421093868572
Deaths,Global,Both,55-59 years,Total cancers,Percent,1998,0.2431368328888326,0.2483410611097962,0.23765733667740133
Deaths,Global,Both,60-64 years,Total cancers,Percent,1998,0.2359407767092006,0.24057233997977295,0.23048236074697767
Deaths,Global,Both,65-69 years,Total cancers,Percent,1998,0.22568222355908574,0.22981695247379727,0.22050246742411944
Deaths,Global,Both,70-74 years,Total cancers,Percent,1998,0.20211529806000877,0.2060623798572777,0.19646779681815008
Deaths,Global,Both,75-79 years,Total cancers,Percent,1998,0.17308287747162368,0.1772554642987717,0.16591361759893142
Deaths,Global,Both,5-14 years,Total cancers,Percent,1998,0.05914180477631167,0.06682351995466507,0.05182679701556493
Deaths,Global,Both,15-49 years,Total cancers,Percent,1998,0.12108510928335345,0.12695558212048927,0.11484623260462233
Deaths,Global,Both,50-69 years,Total cancers,Percent,1998,0.2332961663022506,0.2379027018193018,0.2282122446874027
Deaths,Global,Both,80-84,Total cancers,Percent,1998,0.13381723453719593,0.13906919010071805,0.12316629428158408
Deaths,Global,Both,85-89,Total cancers,Percent,1998,0.11023622991024648,0.11683638577466107,0.09670559171768374
Deaths,Global,Both,90-94,Total cancers,Percent,1998,0.08543938877742438,0.09298742770471827,0.0709612598362486
Deaths,Global,Both,50-74 years,Total cancers,Percent,1998,0.22432213273802454,0.22858684096415136,0.21947931659103329
Deaths,Global,Both,10-24 years,Total cancers,Percent,1998,0.05531890574148183,0.05902093806572675,0.05137950575983053
Deaths,Global,Both,10-19 years,Total cancers,Percent,1998,0.06089395142796353,0.06549948569231798,0.05584582524821776
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,1998,0.13945404353382004,0.145254988909944,0.13329437793891394
Deaths,Global,Both,5-19 years,Total cancers,Percent,1998,0.05699785421617268,0.06271396479900708,0.05120598103827239
Deaths,Global,Both,15-39 years,Total cancers,Percent,1998,0.07770152614349757,0.08255473744772053,0.07233669067069493
Deaths,Global,Both,25-49 years,Total cancers,Percent,1998,0.1375557870126517,0.1444173823071508,0.13014390461563713
Deaths,Global,Both,55+ years,Total cancers,Percent,1998,0.18018520320226286,0.1844219187238546,0.17304913253788787
Deaths,Global,Both,60-79 years,Total cancers,Percent,1998,0.2065798565545575,0.21048524440848798,0.20151670284429826
Deaths,Global,Both,65-74 years,Total cancers,Percent,1998,0.21298475760349608,0.21677216936029675,0.20780389468565535
Deaths,Global,Both,75-84 years,Total cancers,Percent,1998,0.15475487025044143,0.15927731728882116,0.14593820844207436
Deaths,Global,Both,20-54 years,Total cancers,Percent,1998,0.14871578543818154,0.15503616825795494,0.1419587970010968
Deaths,Global,Both,55-89 years,Total cancers,Percent,1998,0.18759594902445131,0.19173569614136843,0.18092559096436395
Deaths,Global,Both,60-89 years,Total cancers,Percent,1998,0.18191533276674252,0.18607357811985706,0.17489632796577786
Deaths,Global,Both,65-89 years,Total cancers,Percent,1998,0.17320795763488836,0.1775998665324459,0.16568957242430016
Deaths,Global,Both,70-89 years,Total cancers,Percent,1998,0.16018491858901718,0.16476174358313472,0.15174141485904183
Deaths,Global,Both,75-94 years,Total cancers,Percent,1998,0.13672985248750666,0.14192607730152984,0.12610207983550586
Deaths,Global,Both,1-4 years,Total cancers,Percent,1999,0.01499866435662634,0.019490708267200778,0.010845022674991692
Deaths,Global,Both,5-9 years,Total cancers,Percent,1999,0.05142444131101637,0.05947687076949253,0.04413382503619175
Deaths,Global,Both,10-14 years,Total cancers,Percent,1999,0.07166822622392828,0.07892878226633056,0.06399074639859528
Deaths,Global,Both,15-19 years,Total cancers,Percent,1999,0.05266167910741255,0.056071140588693294,0.04855673251276771
Deaths,Global,Both,20-24 years,Total cancers,Percent,1999,0.04751057415239164,0.050875105882980304,0.043875933165712304
Deaths,Global,Both,25-29 years,Total cancers,Percent,1999,0.05858988242457889,0.064245149610349,0.052993578541546064
Deaths,Global,Both,30-34 years,Total cancers,Percent,1999,0.085494161843867,0.09255874534762328,0.07797718694089233
Deaths,Global,Both,35-39 years,Total cancers,Percent,1999,0.11565889963425488,0.12408673357979703,0.1069146476137825
Deaths,Global,Both,40-44 years,Total cancers,Percent,1999,0.16146215862556923,0.16948933300774713,0.1543648627090635
Deaths,Global,Both,45-49 years,Total cancers,Percent,1999,0.20530168169280977,0.2118168285462865,0.19848374650296058
Deaths,Global,Both,50-54 years,Total cancers,Percent,1999,0.23522735124321825,0.24095850533941374,0.22947044397692398
Deaths,Global,Both,55-59 years,Total cancers,Percent,1999,0.24370769305918202,0.24914393448786123,0.23814420784612586
Deaths,Global,Both,60-64 years,Total cancers,Percent,1999,0.23840924277784806,0.24308182856626323,0.23339016567313794
Deaths,Global,Both,65-69 years,Total cancers,Percent,1999,0.22724258252197346,0.23134114207739273,0.22173194638404928
Deaths,Global,Both,70-74 years,Total cancers,Percent,1999,0.2034723554167744,0.2074701285076889,0.1979127018484444
Deaths,Global,Both,75-79 years,Total cancers,Percent,1999,0.17611638160376503,0.18035049814409115,0.16856328148403302
Deaths,Global,Both,5-14 years,Total cancers,Percent,1999,0.05952688284301804,0.06707892123811371,0.05218106014112593
Deaths,Global,Both,15-49 years,Total cancers,Percent,1999,0.11923472011894169,0.12513292636449028,0.11270562939034051
Deaths,Global,Both,50-69 years,Total cancers,Percent,1999,0.23511276895425753,0.23970094151320742,0.23007041043835
Deaths,Global,Both,80-84,Total cancers,Percent,1999,0.13483974710224994,0.14022285166600237,0.12394995144778274
Deaths,Global,Both,85-89,Total cancers,Percent,1999,0.11180870592236888,0.11835349888268153,0.09817199494301145
Deaths,Global,Both,90-94,Total cancers,Percent,1999,0.08690545961746905,0.09458774631308484,0.07222164532685406
Deaths,Global,Both,50-74 years,Total cancers,Percent,1999,0.225875859206663,0.23014172768629804,0.22085772013441055
Deaths,Global,Both,10-24 years,Total cancers,Percent,1999,0.05472902127716027,0.05879104242570572,0.05055938844225633
Deaths,Global,Both,10-19 years,Total cancers,Percent,1999,0.060400989181247956,0.06526667367818209,0.0552637228412831
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,1999,0.13862516641003375,0.1445144992433377,0.13211791390543903
Deaths,Global,Both,5-19 years,Total cancers,Percent,1999,0.05699863922756252,0.06280963804907772,0.05126298815274306
Deaths,Global,Both,15-39 years,Total cancers,Percent,1999,0.07673717589163534,0.08171589297041415,0.07129978768087207
Deaths,Global,Both,25-49 years,Total cancers,Percent,1999,0.13524829294183724,0.14219539168605685,0.1277645154501794
Deaths,Global,Both,55+ years,Total cancers,Percent,1999,0.18132653252357714,0.18576144888599783,0.17374354625974894
Deaths,Global,Both,60-79 years,Total cancers,Percent,1999,0.2082962562573315,0.21223055320651085,0.2026643698162509
Deaths,Global,Both,65-74 years,Total cancers,Percent,1999,0.21427171216123156,0.2181484425923888,0.2089657109483704
Deaths,Global,Both,75-84 years,Total cancers,Percent,1999,0.15714232124091776,0.16176406791313258,0.14817880014610238
Deaths,Global,Both,20-54 years,Total cancers,Percent,1999,0.1478024020631572,0.15418951645420306,0.14076863844249446
Deaths,Global,Both,55-89 years,Total cancers,Percent,1999,0.18895112165164318,0.19322739514189585,0.18206898451615816
Deaths,Global,Both,60-89 years,Total cancers,Percent,1999,0.18345588696964377,0.18773811127283493,0.17614902761408147
Deaths,Global,Both,65-89 years,Total cancers,Percent,1999,0.17476762547076682,0.1791370014487317,0.16697047308377758
Deaths,Global,Both,70-89 years,Total cancers,Percent,1999,0.16209335586167678,0.16668774870457173,0.15365820934116872
Deaths,Global,Both,75-94 years,Total cancers,Percent,1999,0.1386834441465118,0.1440292469923295,0.12796155970531786
Deaths,Global,Both,1-4 years,Total cancers,Percent,2000,0.015012336930822576,0.019495677012473216,0.01089549600843815
Deaths,Global,Both,5-9 years,Total cancers,Percent,2000,0.051979102836455925,0.059831493815473744,0.044805545261067906
Deaths,Global,Both,10-14 years,Total cancers,Percent,2000,0.07268942964452027,0.08021273710755673,0.06471488683701881
Deaths,Global,Both,15-19 years,Total cancers,Percent,2000,0.05361896720245802,0.05701950436431517,0.049580905194305636
Deaths,Global,Both,20-24 years,Total cancers,Percent,2000,0.04789981332478026,0.05113448409286885,0.04422717737830312
Deaths,Global,Both,25-29 years,Total cancers,Percent,2000,0.05785086826468783,0.06339796513029103,0.0521231087055886
Deaths,Global,Both,30-34 years,Total cancers,Percent,2000,0.08430544662799912,0.09152182049465168,0.07663946016810634
Deaths,Global,Both,35-39 years,Total cancers,Percent,2000,0.11612232754706117,0.12497594393080727,0.10709980373538405
Deaths,Global,Both,40-44 years,Total cancers,Percent,2000,0.15724122815897645,0.1650624366835852,0.14990957802329083
Deaths,Global,Both,45-49 years,Total cancers,Percent,2000,0.2042696572207452,0.21112606033456183,0.19747163821296526
Deaths,Global,Both,50-54 years,Total cancers,Percent,2000,0.23637068608011197,0.24176329473604696,0.23060056179881297
Deaths,Global,Both,55-59 years,Total cancers,Percent,2000,0.24450996581090162,0.2498273413618674,0.23830847918804915
Deaths,Global,Both,60-64 years,Total cancers,Percent,2000,0.23936123201120751,0.2438239605604609,0.2337388003593934
Deaths,Global,Both,65-69 years,Total cancers,Percent,2000,0.2280394948338213,0.23224190203606376,0.22215117265022513
Deaths,Global,Both,70-74 years,Total cancers,Percent,2000,0.2043240950049897,0.2083491092103261,0.1984142100758104
Deaths,Global,Both,75-79 years,Total cancers,Percent,2000,0.178138850870817,0.1823653573727775,0.17032110749979165
Deaths,Global,Both,5-14 years,Total cancers,Percent,2000,0.06042603821167741,0.06796837951312057,0.052914938384867466
Deaths,Global,Both,15-49 years,Total cancers,Percent,2000,0.11891084381850231,0.12497242748915206,0.11224601846153322
Deaths,Global,Both,50-69 years,Total cancers,Percent,2000,0.23599948381917105,0.24030416840790536,0.23048140889745858
Deaths,Global,Both,80-84,Total cancers,Percent,2000,0.13733157117376388,0.14289792902165577,0.1259140805487975
Deaths,Global,Both,85-89,Total cancers,Percent,2000,0.11328720190466006,0.12020350074915954,0.09938824274913845
Deaths,Global,Both,90-94,Total cancers,Percent,2000,0.08879204653969036,0.09671844336849181,0.07341701642443683
Deaths,Global,Both,50-74 years,Total cancers,Percent,2000,0.22664176699873603,0.2307073733254928,0.22141475030650726
Deaths,Global,Both,10-24 years,Total cancers,Percent,2000,0.05545628084321354,0.05944629422047634,0.05134078974550809
Deaths,Global,Both,10-19 years,Total cancers,Percent,2000,0.06137546176295668,0.06629111673136975,0.05616492625407584
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,2000,0.13899089583853408,0.1448562582963762,0.1322843379302647
Deaths,Global,Both,5-19 years,Total cancers,Percent,2000,0.0578859892088608,0.06357053092425079,0.052033585040527505
Deaths,Global,Both,15-39 years,Total cancers,Percent,2000,0.07702048846967782,0.08228114002580342,0.07133058806651006
Deaths,Global,Both,25-49 years,Total cancers,Percent,2000,0.13424562611670046,0.14151915287302644,0.12668730162865094
Deaths,Global,Both,55+ years,Total cancers,Percent,2000,0.18234150169611427,0.18664754378052303,0.1742753324094782
Deaths,Global,Both,60-79 years,Total cancers,Percent,2000,0.20920757098871529,0.21301819779046496,0.20337190810313494
Deaths,Global,Both,65-74 years,Total cancers,Percent,2000,0.21498133578199966,0.21886555079999975,0.2092865754333246
Deaths,Global,Both,75-84 years,Total cancers,Percent,2000,0.15948372163171717,0.16411145443892147,0.15033060766165568
Deaths,Global,Both,20-54 years,Total cancers,Percent,2000,0.1478513104368477,0.1542980389613803,0.1404099795769613
Deaths,Global,Both,55-89 years,Total cancers,Percent,2000,0.1900508536255095,0.1942582996176133,0.18273832537383575
Deaths,Global,Both,60-89 years,Total cancers,Percent,2000,0.18470582372219954,0.18887037030721807,0.1770466402688194
Deaths,Global,Both,65-89 years,Total cancers,Percent,2000,0.17620817945680542,0.1804757554373876,0.16789674192330747
Deaths,Global,Both,70-89 years,Total cancers,Percent,2000,0.163930218057322,0.16859361852532598,0.1548067003953176
Deaths,Global,Both,75-94 years,Total cancers,Percent,2000,0.14084516204688263,0.14629859240075682,0.12981795359763643
Deaths,Global,Both,1-4 years,Total cancers,Percent,2004,0.014982106796967917,0.01924938463360753,0.011103800983813146
Deaths,Global,Both,5-9 years,Total cancers,Percent,2004,0.050404734481188956,0.057540956995517194,0.044193840612178535
Deaths,Global,Both,10-14 years,Total cancers,Percent,2004,0.06807877069843138,0.07416868546022307,0.06163566285032469
Deaths,Global,Both,15-19 years,Total cancers,Percent,2004,0.05423860073154021,0.057488722762568424,0.05064670621624755
Deaths,Global,Both,20-24 years,Total cancers,Percent,2004,0.04784125825098203,0.050613154924353976,0.04456071610658288
Deaths,Global,Both,25-29 years,Total cancers,Percent,2004,0.05337262950482506,0.05809184996491925,0.04851936654500957
Deaths,Global,Both,30-34 years,Total cancers,Percent,2004,0.07621467260955832,0.08247448389867498,0.07007866251223378
Deaths,Global,Both,35-39 years,Total cancers,Percent,2004,0.11132316705072727,0.12011066507165914,0.10318052463912403
Deaths,Global,Both,40-44 years,Total cancers,Percent,2004,0.14938304577292424,0.15614000582172252,0.14388195460338637
Deaths,Global,Both,45-49 years,Total cancers,Percent,2004,0.1923672815285949,0.19836047217138764,0.18544868233086298
Deaths,Global,Both,50-54 years,Total cancers,Percent,2004,0.23467182034480485,0.23929379916264973,0.22912209237438627
Deaths,Global,Both,55-59 years,Total cancers,Percent,2004,0.2544729863468848,0.25936921367988597,0.24878202884564207
Deaths,Global,Both,60-64 years,Total cancers,Percent,2004,0.24387518300597133,0.2488302285872572,0.238164478353487
Deaths,Global,Both,65-69 years,Total cancers,Percent,2004,0.23386363047033143,0.23836506127192014,0.22750837213513825
Deaths,Global,Both,70-74 years,Total cancers,Percent,2004,0.21148367199291793,0.21572506866710517,0.20496486708180267
Deaths,Global,Both,75-79 years,Total cancers,Percent,2004,0.1841545982759743,0.18861091376604908,0.17531732951674922
Deaths,Global,Both,5-14 years,Total cancers,Percent,2004,0.05766645109791078,0.06411475422296455,0.05148254115317891
Deaths,Global,Both,15-49 years,Total cancers,Percent,2004,0.11382080065969756,0.11924525081533134,0.1084329080367316
Deaths,Global,Both,50-69 years,Total cancers,Percent,2004,0.2409906624737514,0.24554465156027475,0.23537008097671216
Deaths,Global,Both,80-84,Total cancers,Percent,2004,0.14816289772868105,0.15437654654359947,0.1356976615762975
Deaths,Global,Both,85-89,Total cancers,Percent,2004,0.11727587898494733,0.12483169219224405,0.10212621459249774
Deaths,Global,Both,90-94,Total cancers,Percent,2004,0.09471521880212395,0.10362760362311814,0.07760533743869415
Deaths,Global,Both,50-74 years,Total cancers,Percent,2004,0.23245606690436138,0.23675102200051454,0.22698832647217995
Deaths,Global,Both,10-24 years,Total cancers,Percent,2004,0.054386878382982756,0.057634869101733155,0.05082096973830164
Deaths,Global,Both,10-19 years,Total cancers,Percent,2004,0.05955095729618997,0.06376812577030806,0.05508956857655389
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,2004,0.1367615793250809,0.14214343935528653,0.1313176718336173
Deaths,Global,Both,5-19 years,Total cancers,Percent,2004,0.056302992590443135,0.06123504803537209,0.051340322566706606
Deaths,Global,Both,15-39 years,Total cancers,Percent,2004,0.07375139451996815,0.07841106472340087,0.06883863363603221
Deaths,Global,Both,25-49 years,Total cancers,Percent,2004,0.1273905422725506,0.13364859736895687,0.12114627485070044
Deaths,Global,Both,55+ years,Total cancers,Percent,2004,0.18763645899467538,0.19244034275088387,0.17851358065924253
Deaths,Global,Both,60-79 years,Total cancers,Percent,2004,0.21429323174862813,0.21845640989157036,0.20765156156399575
Deaths,Global,Both,65-74 years,Total cancers,Percent,2004,0.22160849441520916,0.2258410924490093,0.21532472152984186
Deaths,Global,Both,75-84 years,Total cancers,Percent,2004,0.167223513046543,0.1723247429717041,0.15653201166337255
Deaths,Global,Both,20-54 years,Total cancers,Percent,2004,0.14492670081630718,0.15071791856802574,0.13896589276942078
Deaths,Global,Both,55-89 years,Total cancers,Percent,2004,0.19599193571919454,0.20043210197366412,0.18753521442226412
Deaths,Global,Both,60-89 years,Total cancers,Percent,2004,0.19002894437770454,0.19466638362162403,0.1810390064183253
Deaths,Global,Both,65-89 years,Total cancers,Percent,2004,0.18235855216278676,0.18728600382428714,0.1725637276170114
Deaths,Global,Both,70-89 years,Total cancers,Percent,2004,0.17070292744779658,0.17588464579089638,0.16023028422373192
Deaths,Global,Both,75-94 years,Total cancers,Percent,2004,0.14840311202240702,0.1543558352979621,0.13603882478791174
Deaths,Global,Both,1-4 years,Total cancers,Percent,2002,0.01490197563157807,0.019281392495063027,0.010946202704021794
Deaths,Global,Both,5-9 years,Total cancers,Percent,2002,0.05184201686351416,0.0596710879643862,0.045156765965529276
Deaths,Global,Both,10-14 years,Total cancers,Percent,2002,0.072438191180738,0.07946391924437393,0.0655585456298642
Deaths,Global,Both,15-19 years,Total cancers,Percent,2002,0.05560302000750855,0.05894070803718478,0.05167261839556259
Deaths,Global,Both,20-24 years,Total cancers,Percent,2002,0.04836065746923801,0.05145610203262725,0.044806795207035566
Deaths,Global,Both,25-29 years,Total cancers,Percent,2002,0.055495522550336976,0.06080122408282704,0.05006698978991845
Deaths,Global,Both,30-34 years,Total cancers,Percent,2002,0.08027702875260177,0.08758915089366791,0.07341123528649408
Deaths,Global,Both,35-39 years,Total cancers,Percent,2002,0.11388865935154721,0.12332627050270742,0.10474927479061788
Deaths,Global,Both,40-44 years,Total cancers,Percent,2002,0.1511612991370623,0.15895980608420415,0.14450999048680543
Deaths,Global,Both,45-49 years,Total cancers,Percent,2002,0.19876958629769592,0.20503045623083793,0.19178486103243486
Deaths,Global,Both,50-54 years,Total cancers,Percent,2002,0.2345648645453169,0.23928871406651533,0.22907825953701894
Deaths,Global,Both,55-59 years,Total cancers,Percent,2002,0.2483955908864357,0.25383137332319194,0.24239373501663944
Deaths,Global,Both,60-64 years,Total cancers,Percent,2002,0.23984236935105083,0.24455336922078932,0.2343201689733014
Deaths,Global,Both,65-69 years,Total cancers,Percent,2002,0.2286309226306957,0.23314751527719826,0.22299964604681016
Deaths,Global,Both,70-74 years,Total cancers,Percent,2002,0.20568979082239314,0.20976438277100676,0.19960939744288114
Deaths,Global,Both,75-79 years,Total cancers,Percent,2002,0.1799371942812111,0.18434908904460873,0.1717147743610599
Deaths,Global,Both,5-14 years,Total cancers,Percent,2002,0.060247576444857856,0.06744248235459735,0.05344474424342592
Deaths,Global,Both,15-49 years,Total cancers,Percent,2002,0.1167061875333169,0.12298009148373597,0.11038450564098107
Deaths,Global,Both,50-69 years,Total cancers,Percent,2002,0.23678046704263855,0.24135408645217665,0.2313084533762089
Deaths,Global,Both,80-84,Total cancers,Percent,2002,0.14211656733460273,0.14799319338669983,0.13080819418337497
Deaths,Global,Both,85-89,Total cancers,Percent,2002,0.11542317304360515,0.12254249619388544,0.10127040407619936
Deaths,Global,Both,90-94,Total cancers,Percent,2002,0.09180857982107986,0.10016173816450594,0.07570708618634456
Deaths,Global,Both,50-74 years,Total cancers,Percent,2002,0.22760097532380266,0.23179808915303102,0.22231380411199272
Deaths,Global,Both,10-24 years,Total cancers,Percent,2002,0.05609189309426985,0.05977333183134958,0.052189338659733985
Deaths,Global,Both,10-19 years,Total cancers,Percent,2002,0.062270318592514515,0.06675304498871423,0.057756115804211104
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,2002,0.13844351734213828,0.14449757417713321,0.13228849392943676
Deaths,Global,Both,5-19 years,Total cancers,Percent,2002,0.058464381078101105,0.06364991988035472,0.05319331313108777
Deaths,Global,Both,15-39 years,Total cancers,Percent,2002,0.07613751075496228,0.08139424133099327,0.07049614051104967
Deaths,Global,Both,25-49 years,Total cancers,Percent,2002,0.1305961251986977,0.13793984015614916,0.12350859241530286
Deaths,Global,Both,55+ years,Total cancers,Percent,2002,0.1836526711185268,0.18827334737987897,0.17539750206691657
Deaths,Global,Both,60-79 years,Total cancers,Percent,2002,0.20987989900012807,0.2140342746781471,0.20375368149170173
Deaths,Global,Both,65-74 years,Total cancers,Percent,2002,0.21597104584246368,0.22012735051742086,0.21020338578725214
Deaths,Global,Both,75-84 years,Total cancers,Percent,2002,0.16242812039952714,0.16727751531260937,0.15246339591031013
Deaths,Global,Both,20-54 years,Total cancers,Percent,2002,0.14649495593829806,0.15315334099346592,0.13979129375890229
Deaths,Global,Both,55-89 years,Total cancers,Percent,2002,0.19159334629299046,0.1959783081567112,0.18393314917714332
Deaths,Global,Both,60-89 years,Total cancers,Percent,2002,0.18605405674114395,0.190488422973154,0.17787424384607975
Deaths,Global,Both,65-89 years,Total cancers,Percent,2002,0.17803907614127576,0.18266308343987012,0.16931726972185324
Deaths,Global,Both,70-89 years,Total cancers,Percent,2002,0.16634973238592402,0.17118576217207765,0.1567224847524169
Deaths,Global,Both,75-94 years,Total cancers,Percent,2002,0.14403236687925558,0.1496050143708335,0.13243357137498402
Deaths,Global,Both,1-4 years,Total cancers,Percent,2003,0.014922889246041536,0.019231703821668895,0.010943492210879681
Deaths,Global,Both,5-9 years,Total cancers,Percent,2003,0.05171612400087501,0.05930646902745264,0.04533594474305266
Deaths,Global,Both,10-14 years,Total cancers,Percent,2003,0.07163134468154385,0.0781136333338443,0.06497956019365665
Deaths,Global,Both,15-19 years,Total cancers,Percent,2003,0.05554143609846925,0.05873370919641784,0.05174282291492683
Deaths,Global,Both,20-24 years,Total cancers,Percent,2003,0.048454899473308034,0.05141593748234816,0.044835672818319364
Deaths,Global,Both,25-29 years,Total cancers,Percent,2003,0.054433913766622606,0.05948481299887823,0.049290913912616044
Deaths,Global,Both,30-34 years,Total cancers,Percent,2003,0.07826837279673257,0.08533983250689332,0.07162691948202142
Deaths,Global,Both,35-39 years,Total cancers,Percent,2003,0.11297449436379732,0.12232844444170966,0.10399750019730492
Deaths,Global,Both,40-44 years,Total cancers,Percent,2003,0.14968264827662517,0.15724844535639895,0.14314570861300485
Deaths,Global,Both,45-49 years,Total cancers,Percent,2003,0.1955747986526709,0.20212889294245268,0.18878302230567226
Deaths,Global,Both,50-54 years,Total cancers,Percent,2003,0.2343687478521673,0.23932167242630598,0.22915686575562214
Deaths,Global,Both,55-59 years,Total cancers,Percent,2003,0.2506633622681469,0.2555610454156664,0.24517589340313697
Deaths,Global,Both,60-64 years,Total cancers,Percent,2003,0.24105922534735166,0.24583275605784102,0.2354838155957386
Deaths,Global,Both,65-69 years,Total cancers,Percent,2003,0.23106294514619113,0.23559512651503334,0.225055925411335
Deaths,Global,Both,70-74 years,Total cancers,Percent,2003,0.2080063542341745,0.21216496736383883,0.2018754209260659
Deaths,Global,Both,75-79 years,Total cancers,Percent,2003,0.1816864521444839,0.1860269676742902,0.17304898901069243
Deaths,Global,Both,5-14 years,Total cancers,Percent,2003,0.05985397360232502,0.06661172733572872,0.05350407995755862
Deaths,Global,Both,15-49 years,Total cancers,Percent,2003,0.11555518056206908,0.1213906595379874,0.1094874790467359
Deaths,Global,Both,50-69 years,Total cancers,Percent,2003,0.2383827055269522,0.24310576127816103,0.23322867529640748
Deaths,Global,Both,80-84,Total cancers,Percent,2003,0.14496402986210435,0.15097861466834359,0.13285924143501252
Deaths,Global,Both,85-89,Total cancers,Percent,2003,0.11621557492126229,0.12348058693039696,0.10149760411478828
Deaths,Global,Both,90-94,Total cancers,Percent,2003,0.09298964833988967,0.10149392775791817,0.07656224038512369
Deaths,Global,Both,50-74 years,Total cancers,Percent,2003,0.22950129722301277,0.23368975552454346,0.2241769599096139
Deaths,Global,Both,10-24 years,Total cancers,Percent,2003,0.055847076075303786,0.05938924945175911,0.05209358685819209
Deaths,Global,Both,10-19 years,Total cancers,Percent,2003,0.06173864306061935,0.06596332686719653,0.05721571470219098
Deaths,Global,Both,10 to 54 years,Total cancers,Percent,2003,0.13814634049084085,0.1438918681181683,0.13213618770023117
Deaths,Global,Both,5-19 years,Total cancers,Percent,2003,0.058150174427723786,0.06333292311186693,0.05317852952689966
Deaths,Global,Both,15-39 years,Total cancers,Percent,2003,0.07530206695493456,0.08041649914168553,0.06982088028592416
Deaths,Global,Both,25-49 years,Total cancers,Percent,2003,0.12910853819576684,0.1360527160152645,0.1221440935395173
Deaths,Global,Both,55+ years,Total cancers,Percent,2003,0.18529353192523432,0.19000014270233093,0.17667032395681342
Deaths,Global,Both,60-79 years,Total cancers,Percent,2003,0.21164297589842027,0.21576619874411695,0.20546751217067336
Deaths,Global,Both,65-74 years,Total cancers,Percent,2003,0.21839918500659786,0.2226139238178986,0.2126255211437521
Deaths,Global,Both,75-84 years,Total cancers,Percent,2003,0.164552411813838,0.16965189283410684,0.15477779552309945
Deaths,Global,Both,20-54 years,Total cancers,Percent,2003,0.14608692181284127,0.15231465554599122,0.13964657753785328
Deaths,Global,Both,55-89 years,Total cancers,Percent,2003,0.19345211887079894,0.19798558876662045,0.18530222316304543
Deaths,Global,Both,60-89 years,Total cancers,Percent,2003,0.18777943800307897,0.19237281954035565,0.17956296064643165
Deaths,Global,Both,65-89 years,Total cancers,Percent,2003,0.1800029038343861,0.1846904265081456,0.171043826448083
Deaths,Global,Both,70-89 years,Total cancers,Percent,2003,0.16827854934552475,0.1732342023560784,0.15853177529106652
Deaths,Global,Both,75-94 years,Total cancers,Percent,2003,0.14601305540657014,0.15167995114082852,0.1340286315011263
Deaths,Global,Both,1-4 years,Total cancers,Percent,2007,0.016149862743969717,0.020385574501064378,0.012073365376934717
